Breed,Age (Years),Weight (kg),Color,Gender,breed_key,rank_recent,rank_mean,rank_missing_share,Gender_bin,size_class,age_bin
Cavalier King Charles Spaniel,5,18,Sable,Female,cavalier charle king spaniel,17.0,18.0,0.0,1,medium,adult
Poodle,2,56,Spotted,Male,poodle,6.0,7.0,0.0,0,giant,adult
Australian Shepherd,9,21,Cream,Male,australian shepherd,12.0,16.0,0.0,0,medium,senior
Vizsla,10,36,White,Female,vizsla,35.0,32.625,0.0,1,large,senior
Vizsla,12,13,Bicolor,Male,vizsla,35.0,32.625,0.0,0,medium,senior
Rottweiler,13,46,Black,Female,rottweiler,8.0,8.5,0.0,1,giant,senior
Schnauzer,3,44,Tricolor,Female,schnauzer,,,,1,large,adult
Shiba Inu,6,36,Red,Female,inu shiba,43.0,44.875,0.0,1,large,adult
Lhasa Apso,9,30,Red,Male,apso lhasa,78.0,71.375,0.0,0,large,senior
Pug,3,23,Black and Tan,Male,pug,29.0,31.0,0.0,0,medium,adult
Shiba Inu,10,24,Gray,Male,inu shiba,43.0,44.875,0.0,0,medium,senior
Dachshund,5,33,Black and White,Female,dachshund,10.0,11.625,0.0,1,large,adult
Siberian Husky,12,6,Black,Male,husky siberian,16.0,13.5,0.0,0,small,senior
Pekingese,10,31,Tan,Female,pekingese,95.0,86.375,0.0,1,large,senior
Labrador Retriever,7,56,Brindle,Male,labrador retriever,1.0,1.0,0.0,0,giant,adult
Pekingese,2,35,Black and Tan,Male,pekingese,95.0,86.375,0.0,0,large,adult
Border Collie,11,26,Brown,Female,border collie,,,,1,large,senior
Bull Terrier,3,57,Black,Male,bull terrier,64.0,58.125,0.0,0,giant,adult
Pomeranian,13,16,Black and White,Female,pomeranian,23.0,21.75,0.0,1,medium,senior
Cocker Spaniel,7,40,Black and Tan,Female,cocker spaniel,30.0,29.375,0.0,1,large,adult
Poodle,3,39,Tan,Male,poodle,6.0,7.0,0.0,0,large,adult
Weimaraner,1,59,Red,Male,weimaraner,39.0,35.5,0.0,0,giant,puppy
Cocker Spaniel,13,5,Merle,Female,cocker spaniel,30.0,29.375,0.0,1,small,senior
Weimaraner,12,29,Sable,Female,weimaraner,39.0,35.5,0.0,1,large,senior
Poodle,1,51,Tricolor,Male,poodle,6.0,7.0,0.0,0,giant,puppy
Great Dane,7,37,Red,Female,dane great,15.0,15.25,0.0,1,large,adult
Siberian Husky,10,45,Bicolor,Male,husky siberian,16.0,13.5,0.0,0,giant,senior
Border Collie,7,9,Brindle,Male,border collie,,,,0,small,adult
Rottweiler,14,34,Blue,Male,rottweiler,8.0,8.5,0.0,0,large,senior
Cocker Spaniel,3,56,Red,Female,cocker spaniel,30.0,29.375,0.0,1,giant,adult
Siberian Husky,4,59,Brown,Male,husky siberian,16.0,13.5,0.0,0,giant,adult
Bloodhound,13,57,Bicolor,Male,bloodhound,46.0,49.375,0.0,0,giant,senior
Rottweiler,3,23,Merle,Male,rottweiler,8.0,8.5,0.0,0,medium,adult
Papillon,1,57,Tan,Male,papillon,53.0,49.375,0.0,0,giant,puppy
Pug,10,42,Black,Male,pug,29.0,31.0,0.0,0,large,senior
Pekingese,7,44,Black and Tan,Female,pekingese,95.0,86.375,0.0,1,large,adult
Labrador Retriever,2,7,White,Male,labrador retriever,1.0,1.0,0.0,0,small,adult
Havanese,11,56,Brown,Female,havanese,24.0,23.75,0.0,1,giant,senior
Australian Shepherd,5,38,Red,Female,australian shepherd,12.0,16.0,0.0,1,large,adult
Dachshund,5,30,Bicolor,Male,dachshund,10.0,11.625,0.0,0,large,adult
French Bulldog,3,32,Black,Male,bulldog french,2.0,5.75,0.0,0,large,adult
French Bulldog,6,50,Merle,Male,bulldog french,2.0,5.75,0.0,0,giant,adult
Pug,11,27,Brown,Female,pug,29.0,31.0,0.0,1,large,senior
Lhasa Apso,3,47,Tan,Male,apso lhasa,78.0,71.375,0.0,0,giant,adult
Boxer,14,54,Spotted,Female,boxer,14.0,10.625,0.0,1,giant,senior
Boston Terrier,4,11,Bicolor,Female,boston terrier,21.0,21.625,0.0,1,medium,adult
Papillon,3,58,Merle,Male,papillon,53.0,49.375,0.0,0,giant,adult
Vizsla,4,34,Brown,Female,vizsla,35.0,32.625,0.0,1,large,adult
Lhasa Apso,9,37,Blue,Male,apso lhasa,78.0,71.375,0.0,0,large,senior
Doberman Pinscher,11,44,Bicolor,Male,doberman pinscher,18.0,15.625,0.0,0,large,senior
Dogo Argentino,3,28,Black,Male,argentino dogo,93.0,93.0,0.875,0,large,adult
Boxer,5,42,Spotted,Male,boxer,14.0,10.625,0.0,0,large,adult
Airedale Terrier,8,15,Brown,Male,airedale terrier,62.0,57.375,0.0,0,medium,senior
Australian Shepherd,11,14,Gray,Male,australian shepherd,12.0,16.0,0.0,0,medium,senior
Bloodhound,14,6,Gray,Female,bloodhound,46.0,49.375,0.0,1,small,senior
Chihuahua,4,5,Sable,Male,chihuahua,34.0,29.75,0.0,0,small,adult
Chesapeake Bay Retriever,14,8,Spotted,Male,bay chesapeake retriever,50.0,44.125,0.0,0,small,senior
Bulldog,4,30,Tricolor,Male,bulldog,5.0,4.625,0.0,0,large,adult
Pug,11,45,Tricolor,Male,pug,29.0,31.0,0.0,0,giant,senior
Weimaraner,4,17,Black and Tan,Male,weimaraner,39.0,35.5,0.0,0,medium,adult
Rottweiler,7,8,Spotted,Male,rottweiler,8.0,8.5,0.0,0,small,adult
Havanese,3,39,Black,Male,havanese,24.0,23.75,0.0,0,large,adult
Bichon Frise,6,32,Brindle,Male,bichon frise,45.0,44.125,0.0,0,large,adult
Irish Setter,9,54,Sable,Male,irish setter,75.0,74.625,0.0,0,giant,senior
Rottweiler,8,6,Black and White,Female,rottweiler,8.0,8.5,0.0,1,small,senior
Pomeranian,12,13,Black,Female,pomeranian,23.0,21.75,0.0,1,medium,senior
Akita,4,43,Spotted,Male,akita,48.0,46.5,0.0,0,large,adult
Cavalier King Charles Spaniel,4,38,Blue,Female,cavalier charle king spaniel,17.0,18.0,0.0,1,large,adult
Pug,8,48,White,Male,pug,29.0,31.0,0.0,0,giant,senior
Bichon Frise,12,36,Bicolor,Male,bichon frise,45.0,44.125,0.0,0,large,senior
Jack Russell Terrier,3,34,Blue,Male,jack russell terrier,,,,0,large,adult
Jack Russell Terrier,3,53,Black,Female,jack russell terrier,,,,1,giant,adult
Whippet,1,50,Brown,Female,whippet,59.0,58.875,0.0,1,giant,puppy
Pembroke Welsh Corgi,8,18,Brindle,Female,corgi pembroke welsh,11.0,16.625,0.0,1,medium,senior
Havanese,11,19,Tan,Male,havanese,24.0,23.75,0.0,0,medium,senior
Chihuahua,14,33,Tricolor,Female,chihuahua,34.0,29.75,0.0,1,large,senior
Bull Terrier,12,21,Blue,Female,bull terrier,64.0,58.125,0.0,1,medium,senior
Cavalier King Charles Spaniel,1,40,Merle,Female,cavalier charle king spaniel,17.0,18.0,0.0,1,large,puppy
Border Collie,10,29,Spotted,Female,border collie,,,,1,large,senior
Akita,6,50,Black and White,Male,akita,48.0,46.5,0.0,0,giant,adult
Doberman Pinscher,5,11,Sable,Female,doberman pinscher,18.0,15.625,0.0,1,medium,adult
Saint Bernard,9,23,Red,Female,bernard saint,,,,1,medium,senior
Rottweiler,7,38,Blue,Female,rottweiler,8.0,8.5,0.0,1,large,adult
Samoyed,5,13,Cream,Female,samoyed,56.0,61.5,0.0,1,medium,adult
Lhasa Apso,12,19,Gray,Male,apso lhasa,78.0,71.375,0.0,0,medium,senior
Vizsla,2,23,Gray,Male,vizsla,35.0,32.625,0.0,0,medium,adult
Bulldog,7,46,Black and Tan,Female,bulldog,5.0,4.625,0.0,1,giant,adult
Dogo Argentino,13,44,Bicolor,Male,argentino dogo,93.0,93.0,0.875,0,large,senior
Shih Tzu,6,29,Red,Female,shih tzu,20.0,18.875,0.0,1,large,adult
Vizsla,9,17,Black and White,Male,vizsla,35.0,32.625,0.0,0,medium,senior
Cocker Spaniel,11,14,Spotted,Male,cocker spaniel,30.0,29.375,0.0,0,medium,senior
Alaskan Malamute,8,53,Red,Female,alaskan malamute,65.0,58.875,0.0,1,giant,senior
Yorkshire Terrier,14,38,Gray,Female,terrier yorkshire,13.0,9.0,0.0,1,large,senior
Shiba Inu,5,54,Tan,Female,inu shiba,43.0,44.875,0.0,1,giant,adult
Doberman Pinscher,3,38,Spotted,Female,doberman pinscher,18.0,15.625,0.0,1,large,adult
Poodle,13,55,Merle,Male,poodle,6.0,7.0,0.0,0,giant,senior
Weimaraner,12,29,Merle,Female,weimaraner,39.0,35.5,0.0,1,large,senior
German Shepherd,3,20,Gray,Female,german shepherd,3.0,2.125,0.0,1,medium,adult
Pekingese,10,51,Tricolor,Male,pekingese,95.0,86.375,0.0,0,giant,senior
Poodle,14,44,Black and White,Male,poodle,6.0,7.0,0.0,0,large,senior
Pug,1,11,Black and Tan,Male,pug,29.0,31.0,0.0,0,medium,puppy
Bloodhound,2,22,Red,Female,bloodhound,46.0,49.375,0.0,1,medium,adult
Basenji,13,13,Cream,Female,basenji,86.0,86.375,0.0,1,medium,senior
Pomeranian,5,52,Brown,Male,pomeranian,23.0,21.75,0.0,0,giant,adult
Cavalier King Charles Spaniel,10,6,Black and Tan,Male,cavalier charle king spaniel,17.0,18.0,0.0,0,small,senior
Cocker Spaniel,5,12,Red,Male,cocker spaniel,30.0,29.375,0.0,0,medium,adult
Bulldog,4,25,Gray,Female,bulldog,5.0,4.625,0.0,1,large,adult
Boston Terrier,1,45,Black and Tan,Female,boston terrier,21.0,21.625,0.0,1,giant,puppy
West Highland White Terrier,6,13,Bicolor,Male,highland terrier west white,44.0,41.0,0.0,0,medium,adult
Dachshund,12,57,Tricolor,Male,dachshund,10.0,11.625,0.0,0,giant,senior
French Bulldog,11,5,Merle,Female,bulldog french,2.0,5.75,0.0,1,small,senior
Pomeranian,9,46,Tricolor,Female,pomeranian,23.0,21.75,0.0,1,giant,senior
Vizsla,9,7,White,Female,vizsla,35.0,32.625,0.0,1,small,senior
Pekingese,13,37,Brown,Male,pekingese,95.0,86.375,0.0,0,large,senior
Belgian Malinois,14,27,Cream,Male,belgian malinoi,37.0,47.875,0.0,0,large,senior
Basenji,8,15,Gray,Male,basenji,86.0,86.375,0.0,0,medium,senior
Doberman Pinscher,3,35,Brown,Male,doberman pinscher,18.0,15.625,0.0,0,large,adult
Chinese Shar-Pei,6,13,Red,Female,chinese pei shar,61.0,60.875,0.0,1,medium,adult
Basenji,2,26,Sable,Male,basenji,86.0,86.375,0.0,0,large,adult
West Highland White Terrier,6,50,Tan,Female,highland terrier west white,44.0,41.0,0.0,1,giant,adult
Cavalier King Charles Spaniel,3,8,Tricolor,Male,cavalier charle king spaniel,17.0,18.0,0.0,0,small,adult
Pekingese,2,10,Black,Female,pekingese,95.0,86.375,0.0,1,small,adult
Chesapeake Bay Retriever,14,32,Red,Female,bay chesapeake retriever,50.0,44.125,0.0,1,large,senior
Cavalier King Charles Spaniel,14,31,White,Male,cavalier charle king spaniel,17.0,18.0,0.0,0,large,senior
Irish Setter,3,17,Brown,Male,irish setter,75.0,74.625,0.0,0,medium,adult
Vizsla,11,5,Bicolor,Female,vizsla,35.0,32.625,0.0,1,small,senior
Maltese,10,8,Blue,Male,maltese,38.0,33.0,0.0,0,small,senior
Pug,7,48,Sable,Female,pug,29.0,31.0,0.0,1,giant,adult
Saint Bernard,12,37,Black and Tan,Male,bernard saint,,,,0,large,senior
Bull Terrier,8,45,Gray,Female,bull terrier,64.0,58.125,0.0,1,giant,senior
Pekingese,13,25,Black,Male,pekingese,95.0,86.375,0.0,0,large,senior
German Shepherd,14,19,Red,Male,german shepherd,3.0,2.125,0.0,0,medium,senior
Havanese,5,29,Blue,Female,havanese,24.0,23.75,0.0,1,large,adult
Yorkshire Terrier,7,8,Sable,Male,terrier yorkshire,13.0,9.0,0.0,0,small,adult
Labrador Retriever,13,37,Black and Tan,Female,labrador retriever,1.0,1.0,0.0,1,large,senior
Havanese,2,14,Black and Tan,Female,havanese,24.0,23.75,0.0,1,medium,adult
Vizsla,6,11,Tricolor,Male,vizsla,35.0,32.625,0.0,0,medium,adult
Jack Russell Terrier,8,8,Bicolor,Female,jack russell terrier,,,,1,small,senior
Border Collie,6,33,Gray,Male,border collie,,,,0,large,adult
Bernese Mountain Dog,5,8,Blue,Female,bernese mountain,22.0,26.5,0.0,1,small,adult
Bernese Mountain Dog,14,20,Tricolor,Female,bernese mountain,22.0,26.5,0.0,1,medium,senior
Beagle,14,37,Brindle,Female,beagle,7.0,5.625,0.0,1,large,senior
Maltese,9,43,Merle,Male,maltese,38.0,33.0,0.0,0,large,senior
Australian Shepherd,3,49,White,Female,australian shepherd,12.0,16.0,0.0,1,giant,adult
Vizsla,10,33,White,Female,vizsla,35.0,32.625,0.0,1,large,senior
Belgian Malinois,7,58,Red,Male,belgian malinoi,37.0,47.875,0.0,0,giant,adult
Doberman Pinscher,2,55,Blue,Female,doberman pinscher,18.0,15.625,0.0,1,giant,adult
Pug,9,10,Merle,Female,pug,29.0,31.0,0.0,1,small,senior
Lhasa Apso,11,6,Tan,Male,apso lhasa,78.0,71.375,0.0,0,small,senior
Alaskan Malamute,8,22,Blue,Male,alaskan malamute,65.0,58.875,0.0,0,medium,senior
Irish Setter,13,52,Tricolor,Female,irish setter,75.0,74.625,0.0,1,giant,senior
Poodle,10,13,Merle,Female,poodle,6.0,7.0,0.0,1,medium,senior
Cocker Spaniel,2,14,Black and Tan,Female,cocker spaniel,30.0,29.375,0.0,1,medium,adult
Jack Russell Terrier,2,57,Spotted,Female,jack russell terrier,,,,1,giant,adult
Pomeranian,2,18,Gray,Male,pomeranian,23.0,21.75,0.0,0,medium,adult
Samoyed,10,53,Black and White,Female,samoyed,56.0,61.5,0.0,1,giant,senior
Pembroke Welsh Corgi,8,46,Blue,Male,corgi pembroke welsh,11.0,16.625,0.0,0,giant,senior
Pembroke Welsh Corgi,10,29,Red,Male,corgi pembroke welsh,11.0,16.625,0.0,0,large,senior
Chesapeake Bay Retriever,9,9,Cream,Male,bay chesapeake retriever,50.0,44.125,0.0,0,small,senior
Rottweiler,10,12,Bicolor,Female,rottweiler,8.0,8.5,0.0,1,medium,senior
Border Collie,4,10,Gray,Female,border collie,,,,1,small,adult
Lhasa Apso,11,44,Black and White,Female,apso lhasa,78.0,71.375,0.0,1,large,senior
Rottweiler,11,25,White,Female,rottweiler,8.0,8.5,0.0,1,large,senior
Jack Russell Terrier,14,8,Spotted,Female,jack russell terrier,,,,1,small,senior
Shiba Inu,13,6,Merle,Female,inu shiba,43.0,44.875,0.0,1,small,senior
Weimaraner,6,14,Brindle,Male,weimaraner,39.0,35.5,0.0,0,medium,adult
Miniature Schnauzer,2,31,Brown,Female,miniature schnauzer,19.0,17.5,0.0,1,large,adult
Havanese,14,6,Brown,Female,havanese,24.0,23.75,0.0,1,small,senior
Shetland Sheepdog,2,45,Black and White,Male,sheepdog shetland,27.0,23.75,0.0,0,giant,adult
Golden Retriever,1,53,Tricolor,Male,golden retriever,4.0,3.125,0.0,0,giant,puppy
Yorkshire Terrier,12,43,Gray,Female,terrier yorkshire,13.0,9.0,0.0,1,large,senior
Dachshund,8,51,Gray,Female,dachshund,10.0,11.625,0.0,1,giant,senior
Poodle,7,26,Brown,Female,poodle,6.0,7.0,0.0,1,large,adult
Bloodhound,3,17,Brindle,Female,bloodhound,46.0,49.375,0.0,1,medium,adult
Bloodhound,11,11,Brown,Female,bloodhound,46.0,49.375,0.0,1,medium,senior
Weimaraner,7,37,Brown,Male,weimaraner,39.0,35.5,0.0,0,large,adult
German Shepherd,5,47,Bicolor,Male,german shepherd,3.0,2.125,0.0,0,giant,adult
Dogo Argentino,2,25,Brindle,Male,argentino dogo,93.0,93.0,0.875,0,large,adult
Weimaraner,1,17,Brindle,Female,weimaraner,39.0,35.5,0.0,1,medium,puppy
Poodle,13,27,Sable,Male,poodle,6.0,7.0,0.0,0,large,senior
Poodle,5,25,Tan,Female,poodle,6.0,7.0,0.0,1,large,adult
Bloodhound,5,50,Brindle,Male,bloodhound,46.0,49.375,0.0,0,giant,adult
Saint Bernard,8,38,Black,Male,bernard saint,,,,0,large,senior
Maltese,1,37,Tan,Male,maltese,38.0,33.0,0.0,0,large,puppy
Rottweiler,1,14,Merle,Male,rottweiler,8.0,8.5,0.0,0,medium,puppy
Australian Shepherd,8,41,Cream,Female,australian shepherd,12.0,16.0,0.0,1,large,senior
Boston Terrier,10,8,Bicolor,Male,boston terrier,21.0,21.625,0.0,0,small,senior
Whippet,1,46,Sable,Male,whippet,59.0,58.875,0.0,0,giant,puppy
Boxer,13,13,Spotted,Female,boxer,14.0,10.625,0.0,1,medium,senior
Bulldog,7,33,Black and White,Male,bulldog,5.0,4.625,0.0,0,large,adult
Rottweiler,10,56,Spotted,Male,rottweiler,8.0,8.5,0.0,0,giant,senior
Maltese,5,18,Merle,Female,maltese,38.0,33.0,0.0,1,medium,adult
Cavalier King Charles Spaniel,7,28,Black,Female,cavalier charle king spaniel,17.0,18.0,0.0,1,large,adult
Golden Retriever,13,12,Brown,Male,golden retriever,4.0,3.125,0.0,0,medium,senior
Cocker Spaniel,11,56,Brindle,Male,cocker spaniel,30.0,29.375,0.0,0,giant,senior
French Bulldog,8,17,Cream,Female,bulldog french,2.0,5.75,0.0,1,medium,senior
Shih Tzu,7,7,Black and Tan,Male,shih tzu,20.0,18.875,0.0,0,small,adult
Pembroke Welsh Corgi,7,41,Sable,Male,corgi pembroke welsh,11.0,16.625,0.0,0,large,adult
Shih Tzu,7,50,Brindle,Male,shih tzu,20.0,18.875,0.0,0,giant,adult
Weimaraner,1,18,Spotted,Male,weimaraner,39.0,35.5,0.0,0,medium,puppy
Doberman Pinscher,8,28,Red,Female,doberman pinscher,18.0,15.625,0.0,1,large,senior
Border Collie,6,44,Red,Female,border collie,,,,1,large,adult
Beagle,3,59,Red,Male,beagle,7.0,5.625,0.0,0,giant,adult
Jack Russell Terrier,3,14,Blue,Male,jack russell terrier,,,,0,medium,adult
Akita,14,44,White,Male,akita,48.0,46.5,0.0,0,large,senior
Shetland Sheepdog,5,20,Black,Male,sheepdog shetland,27.0,23.75,0.0,0,medium,adult
Boston Terrier,14,16,Blue,Female,boston terrier,21.0,21.625,0.0,1,medium,senior
West Highland White Terrier,1,14,Bicolor,Male,highland terrier west white,44.0,41.0,0.0,0,medium,puppy
Doberman Pinscher,5,6,Brown,Female,doberman pinscher,18.0,15.625,0.0,1,small,adult
Vizsla,8,31,Red,Female,vizsla,35.0,32.625,0.0,1,large,senior
Bernese Mountain Dog,4,16,Brindle,Male,bernese mountain,22.0,26.5,0.0,0,medium,adult
Papillon,13,36,Brown,Female,papillon,53.0,49.375,0.0,1,large,senior
Shetland Sheepdog,13,53,Sable,Male,sheepdog shetland,27.0,23.75,0.0,0,giant,senior
Weimaraner,9,16,Blue,Female,weimaraner,39.0,35.5,0.0,1,medium,senior
Bulldog,7,6,Merle,Male,bulldog,5.0,4.625,0.0,0,small,adult
Jack Russell Terrier,7,13,Spotted,Male,jack russell terrier,,,,0,medium,adult
Akita,13,30,Cream,Male,akita,48.0,46.5,0.0,0,large,senior
Pembroke Welsh Corgi,6,35,Black and Tan,Female,corgi pembroke welsh,11.0,16.625,0.0,1,large,adult
Akita,13,38,Black and White,Female,akita,48.0,46.5,0.0,1,large,senior
Chesapeake Bay Retriever,3,49,Spotted,Male,bay chesapeake retriever,50.0,44.125,0.0,0,giant,adult
Irish Setter,14,28,Red,Female,irish setter,75.0,74.625,0.0,1,large,senior
Cocker Spaniel,7,25,Brindle,Male,cocker spaniel,30.0,29.375,0.0,0,large,adult
Lhasa Apso,7,54,White,Female,apso lhasa,78.0,71.375,0.0,1,giant,adult
Pembroke Welsh Corgi,6,13,Brindle,Male,corgi pembroke welsh,11.0,16.625,0.0,0,medium,adult
Chesapeake Bay Retriever,13,5,Tricolor,Female,bay chesapeake retriever,50.0,44.125,0.0,1,small,senior
Bernese Mountain Dog,1,39,Black and Tan,Female,bernese mountain,22.0,26.5,0.0,1,large,puppy
Chesapeake Bay Retriever,3,35,Gray,Female,bay chesapeake retriever,50.0,44.125,0.0,1,large,adult
Schnauzer,14,43,Black and Tan,Female,schnauzer,,,,1,large,senior
Samoyed,2,25,Sable,Male,samoyed,56.0,61.5,0.0,0,large,adult
Beagle,7,42,Brown,Male,beagle,7.0,5.625,0.0,0,large,adult
Bernese Mountain Dog,14,27,Tricolor,Female,bernese mountain,22.0,26.5,0.0,1,large,senior
Maltese,2,47,Brown,Male,maltese,38.0,33.0,0.0,0,giant,adult
Samoyed,5,53,Sable,Male,samoyed,56.0,61.5,0.0,0,giant,adult
Bloodhound,3,27,Sable,Female,bloodhound,46.0,49.375,0.0,1,large,adult
Chinese Shar-Pei,12,46,Brown,Male,chinese pei shar,61.0,60.875,0.0,0,giant,senior
Pug,14,25,Cream,Female,pug,29.0,31.0,0.0,1,large,senior
Havanese,2,48,Sable,Female,havanese,24.0,23.75,0.0,1,giant,adult
Border Collie,6,12,Sable,Female,border collie,,,,1,medium,adult
French Bulldog,3,6,White,Female,bulldog french,2.0,5.75,0.0,1,small,adult
Border Collie,14,50,Tan,Female,border collie,,,,1,giant,senior
Irish Setter,2,35,Merle,Female,irish setter,75.0,74.625,0.0,1,large,adult
Pekingese,6,17,Cream,Male,pekingese,95.0,86.375,0.0,0,medium,adult
Golden Retriever,3,10,Red,Female,golden retriever,4.0,3.125,0.0,1,small,adult
Poodle,7,26,Blue,Male,poodle,6.0,7.0,0.0,0,large,adult
Rottweiler,13,10,Tan,Male,rottweiler,8.0,8.5,0.0,0,small,senior
Australian Shepherd,7,21,Tricolor,Male,australian shepherd,12.0,16.0,0.0,0,medium,adult
Chihuahua,11,48,White,Male,chihuahua,34.0,29.75,0.0,0,giant,senior
Saint Bernard,3,28,Blue,Male,bernard saint,,,,0,large,adult
Papillon,1,45,Black and White,Female,papillon,53.0,49.375,0.0,1,giant,puppy
Bull Terrier,5,42,Sable,Male,bull terrier,64.0,58.125,0.0,0,large,adult
Rottweiler,6,52,Tan,Female,rottweiler,8.0,8.5,0.0,1,giant,adult
Chinese Shar-Pei,8,53,Bicolor,Female,chinese pei shar,61.0,60.875,0.0,1,giant,senior
Bloodhound,4,44,Black and Tan,Female,bloodhound,46.0,49.375,0.0,1,large,adult
Chinese Shar-Pei,7,45,Red,Female,chinese pei shar,61.0,60.875,0.0,1,giant,adult
Pekingese,6,43,Spotted,Female,pekingese,95.0,86.375,0.0,1,large,adult
Rottweiler,6,48,Brindle,Female,rottweiler,8.0,8.5,0.0,1,giant,adult
Pembroke Welsh Corgi,10,53,Gray,Male,corgi pembroke welsh,11.0,16.625,0.0,0,giant,senior
French Bulldog,11,5,Black and White,Male,bulldog french,2.0,5.75,0.0,0,small,senior
Shih Tzu,3,14,Cream,Female,shih tzu,20.0,18.875,0.0,1,medium,adult
Maltese,13,20,Sable,Male,maltese,38.0,33.0,0.0,0,medium,senior
Bulldog,1,57,Bicolor,Male,bulldog,5.0,4.625,0.0,0,giant,puppy
Dogo Argentino,6,49,Gray,Male,argentino dogo,93.0,93.0,0.875,0,giant,adult
Chinese Shar-Pei,2,58,Tan,Male,chinese pei shar,61.0,60.875,0.0,0,giant,adult
Pomeranian,4,9,Brindle,Male,pomeranian,23.0,21.75,0.0,0,small,adult
Pekingese,11,33,Black and White,Female,pekingese,95.0,86.375,0.0,1,large,senior
Bloodhound,1,54,Red,Female,bloodhound,46.0,49.375,0.0,1,giant,puppy
Pembroke Welsh Corgi,8,40,Black and White,Female,corgi pembroke welsh,11.0,16.625,0.0,1,large,senior
Chihuahua,2,25,Brown,Male,chihuahua,34.0,29.75,0.0,0,large,adult
Miniature Schnauzer,10,11,Tricolor,Male,miniature schnauzer,19.0,17.5,0.0,0,medium,senior
Bernese Mountain Dog,4,46,Blue,Female,bernese mountain,22.0,26.5,0.0,1,giant,adult
Airedale Terrier,13,36,Brindle,Female,airedale terrier,62.0,57.375,0.0,1,large,senior
French Bulldog,7,30,Red,Female,bulldog french,2.0,5.75,0.0,1,large,adult
Vizsla,6,21,Black and White,Male,vizsla,35.0,32.625,0.0,0,medium,adult
Rottweiler,7,9,Sable,Male,rottweiler,8.0,8.5,0.0,0,small,adult
Pekingese,10,51,Tan,Female,pekingese,95.0,86.375,0.0,1,giant,senior
Chihuahua,7,18,Merle,Male,chihuahua,34.0,29.75,0.0,0,medium,adult
Pembroke Welsh Corgi,2,38,Black,Female,corgi pembroke welsh,11.0,16.625,0.0,1,large,adult
Boxer,14,22,Sable,Male,boxer,14.0,10.625,0.0,0,medium,senior
Pembroke Welsh Corgi,12,52,Brown,Male,corgi pembroke welsh,11.0,16.625,0.0,0,giant,senior
Pug,6,6,Blue,Male,pug,29.0,31.0,0.0,0,small,adult
Bull Terrier,11,30,Brindle,Male,bull terrier,64.0,58.125,0.0,0,large,senior
German Shepherd,5,52,White,Female,german shepherd,3.0,2.125,0.0,1,giant,adult
Miniature Schnauzer,8,27,Cream,Male,miniature schnauzer,19.0,17.5,0.0,0,large,senior
Dogo Argentino,7,47,Blue,Male,argentino dogo,93.0,93.0,0.875,0,giant,adult
Great Dane,4,27,White,Male,dane great,15.0,15.25,0.0,0,large,adult
Labrador Retriever,3,22,Tan,Female,labrador retriever,1.0,1.0,0.0,1,medium,adult
Shetland Sheepdog,4,8,Red,Male,sheepdog shetland,27.0,23.75,0.0,0,small,adult
Maltese,7,24,Sable,Female,maltese,38.0,33.0,0.0,1,medium,adult
Boxer,6,51,Black,Male,boxer,14.0,10.625,0.0,0,giant,adult
Yorkshire Terrier,8,34,Brown,Male,terrier yorkshire,13.0,9.0,0.0,0,large,senior
Miniature Schnauzer,14,59,Bicolor,Male,miniature schnauzer,19.0,17.5,0.0,0,giant,senior
Pembroke Welsh Corgi,12,9,Black,Male,corgi pembroke welsh,11.0,16.625,0.0,0,small,senior
Great Dane,8,25,Brindle,Female,dane great,15.0,15.25,0.0,1,large,senior
Dogo Argentino,7,50,Black and White,Male,argentino dogo,93.0,93.0,0.875,0,giant,adult
