Breed,Age,Weight,Gender,Color,Coat Length,Coat Type,Energy Level,Playfulness Level,is_brachycephalic,size_category,Spayed/Neutered,Indoor/Outdoor,Season,Sun Exposure,Wind Cooling Effect,Station_Temp,Station_Humidity,Ambient_Temp,Ambient_Humidity,T_device,H_device,breed_wt_mu,breed_wt_sd,ideal_weight,pct_of_ideal,BCS_cont,BCS,Temp_Diff,Hum_Diff,CBT_simulated,is_old,is_overweight,heat_stress_risk,High_humidity_fordogs,prior_heat_related_injury_est,simulated_heat_injury_flag,target2Category,target3Category
Akita,11.1,37.6,Female,Brindle,Medium,Double,4.0,3.0,0.0,Large,1,Indoor_Now,Summer,0.0,0.0,30.272584282120647,81.69889811554192,23.65,52.34,26.6,59.49,31.686274509803923,14.360348458276954,47.81656913366968,0.7863383066001748,4.145353226400699,4,2.95,7.15,39.61098209985886,0,0,0,0,0.002,0,0,Normal
Poodle,0.6,49.7,Male,Bicolor,Long,Curly,4.0,5.0,0.0,Giant,1,Outdoor_Now,Fall,2.3266946008616647,-0.23624681258677704,27.505364658931448,72.80533828776811,27.51,72.81,35.32,88.06,33.540983606557376,15.44730156639211,57.98308546328955,0.857146521315535,4.42858608526214,4,7.81,15.25,40.147583537956045,0,0,0,1,0.002,0,1,Heat Stress
Pomeranian,10.8,43.7,Male,Brindle,Long,Double,3.0,3.0,0.0,Large,1,Outdoor_Now,Winter,2.6682771273848234,-0.2338993339751473,10.281505945736592,54.436721867595374,10.28,54.44,19.0,66.4,32.25,14.363813871537397,20.347547076238904,2.1476790217643096,9.590716087057238,9,8.72,11.96,39.177288525228704,0,1,1,1,0.052000000000000005,0,0,Normal
Siberian Husky,3.9,23.1,Male,White,Medium,Double,5.0,5.0,0.0,Medium,1,Indoor_Now,Fall,0.0,0.0,34.544168888463794,64.46398066682875,24.51,48.89,28.0,57.96,28.18867924528302,15.890317085200499,28.364794757135698,0.8143898165943457,4.257559266377383,4,3.49,9.07,39.03983184620141,0,0,0,0,0.002,0,0,Normal
Weimaraner,5.4,30.2,Male,Cream,Short,Smooth,5.0,5.0,0.0,Large,1,Indoor_Now,Fall,0.0,0.0,25.189426224274246,61.81107430162421,22.64,48.36,24.61,54.04,29.863636363636363,14.363293348121658,20.42958019935396,1.478248681828274,6.912994727313096,7,1.97,5.68,39.48521994105467,0,1,1,0,0.022,0,0,Normal
Golden Retriever,8.6,25.0,Female,Bicolor,Medium,Double,3.0,4.0,0.0,Large,1,Indoor_Now,Fall,0.0,0.0,32.17209100984544,72.79329145123229,24.03,50.56,27.1,57.1,35.45454545454545,16.512792145477587,31.37872374297972,0.7967181904774947,4.186872761909979,4,3.07,6.54,39.274812511616965,0,0,0,0,0.002,0,0,Normal
Border Collie,6.7,28.2,Female,Black,Medium,Double,5.0,5.0,0.0,Large,1,Indoor_Now,Spring,0.0,0.0,18.35320200225184,67.19032067868946,21.27,49.44,24.92,56.62,30.526315789473685,15.913948579736465,63.498040673527676,0.4441081913848182,2.7764327655392727,3,3.65,7.18,39.35865864038986,0,0,0,0,0.0,0,0,Normal
Border Collie,6.7,28.2,Female,Black,Long,Silky,4.0,4.0,0.0,Large,1,Indoor_Now,Spring,0.0,0.0,17.31945547109613,65.87112022865023,21.06,49.17,24.81,55.99,30.526315789473685,15.913948579736465,30.500475878601254,0.9245757381701956,4.698302952680782,5,3.75,6.82,39.352756698165905,0,0,0,0,0.002,0,0,Normal
Airedale Terrier,8.5,53.5,Male,White,Short,Wiry,3.0,3.0,0.0,Giant,1,Indoor_Now,Fall,0.0,0.0,34.10898652415551,75.88004162660157,24.42,51.18,26.14,53.78,31.818181818181817,13.997474519687218,50.30290971915061,1.0635567663719507,5.254227065487803,5,1.72,2.6,39.12468031640313,0,0,0,0,0.002,0,0,Normal
Yorkshire Terrier,4.0,39.7,Male,Brindle,Long,Silky,4.0,4.0,0.0,Large,1,Outdoor_Now,Spring,3.029985914243342,-1.1893849533396117,35.4235666779995,71.96622032935895,35.42,71.97,44.3,87.19,29.471698113207548,14.228362484278883,19.325364567171377,2.054295010167088,9.217180040668351,9,8.88,15.22,40.25888850484728,0,1,1,1,0.052000000000000005,0,1,Heat Stress
Doberman Pinscher,9.2,18.4,Female,Black and White,Short,Smooth,5.0,4.0,0.0,Medium,0,Outdoor_Now,Fall,2.178800742664323,-0.8430673270251299,34.58011515182728,90.4512018407371,34.58,90.45,40.35,99.42,30.075757575757574,16.58573122254428,32.357214287912974,0.5686521662921185,3.274608665168474,3,5.77,8.97,38.85528088267891,0,0,0,1,0.0,0,0,Normal
Doberman Pinscher,9.2,18.4,Female,Black and White,Short,Smooth,5.0,4.0,0.0,Medium,1,Indoor_Now,Winter,0.0,0.0,7.036244461868168,79.76863588899981,19.01,51.95,21.16,53.72,30.075757575757574,16.58573122254428,16.8629905322492,1.0911469092514394,5.364587637005758,5,2.15,1.77,37.656297092389636,0,0,0,0,0.002,0,0,Normal
Dachshund,10.3,21.6,Female,Spotted,Short,Smooth,3.0,4.0,0.0,Medium,1,Indoor_Now,Fall,0.0,0.0,34.007526563541376,82.58780598914724,24.4,52.52,26.83,54.35,33.88135593220339,14.82319331988604,25.221949677989798,0.8563969191822419,4.425587676728968,4,2.43,1.83,39.24663740913598,0,0,0,0,0.002,0,0,Normal
West Highland White Terrier,10.5,33.5,Female,Gray,Medium,Double,4.0,5.0,0.0,Large,1,Indoor_Now,Fall,0.0,0.0,29.20370235463106,84.28966078919568,23.44,52.86,26.43,60.09,29.520833333333332,18.118979802351294,77.47345218917933,0.43240618629201766,2.7296247451680706,3,2.99,7.23,38.03269912539331,0,0,0,1,0.0,0,0,Normal
Labrador Retriever,6.8,11.9,Female,Gray,Short,Double,5.0,5.0,0.0,Medium,1,Indoor_Now,Summer,0.0,0.0,31.893438743465882,88.15245523652244,23.98,53.63,27.2,59.7,31.923076923076923,15.760270419007453,13.861499695892082,0.8584929669281469,4.433971867712588,4,3.22,6.07,38.89142038001852,0,0,0,0,0.002,0,0,Normal
Chihuahua,17.0,34.0,Female,Merle,Short,Smooth,4.0,4.0,0.0,Large,1,Indoor_Now,Summer,0.0,0.0,40.12740302937094,76.37925615158474,25.63,51.28,28.11,54.36,30.25,16.02325437765574,42.6232997834539,0.7976857768576282,4.190743107430513,4,2.48,3.08,39.387079185443206,1,0,1,0,0.002,0,0,Normal
Miniature Schnauzer,8.7,-2.2,Male,Cream,Medium,Wiry,3.0,4.0,0.0,Toy,0,Indoor_Now,Summer,0.0,0.0,39.91594705121535,86.19471988329586,25.58,53.24,28.34,56.55,35.29090909090909,15.122552115684128,69.40295497513483,-0.03169893847874632,0.8732042460850149,1,2.76,3.31,40.15210939853717,0,0,0,0,0.0,0,1,Heat Stress
Siberian Husky,3.2,24.7,Male,Blue,Medium,Double,5.0,5.0,0.0,Medium,1,Indoor_Now,Winter,0.0,0.0,14.45921533407921,61.72058066897329,20.49,48.34,23.4,55.13,28.18867924528302,15.890317085200499,38.149538947275836,0.6474521234486312,3.589808493794525,4,2.91,6.79,38.485956257061936,0,0,0,0,0.002,0,0,Normal
Dachshund,5.7,42.8,Female,Blue,Short,Smooth,3.0,4.0,0.0,Large,0,Outdoor_Now,Spring,4.138133514942378,-1.0320338039429477,21.441523771629882,92.51106338087996,21.44,92.51,30.89,100.0,33.88135593220339,14.82319331988604,2.4746642610728316,17.29527543321981,70.18110173287924,9,9.45,7.49,38.741847600397406,0,1,1,1,0.042,0,0,Normal
French Bulldog,5.2,20.6,Female,Merle,Short,Smooth,3.0,5.0,1.0,Medium,1,Indoor_Now,Spring,0.0,0.0,34.567527481976846,74.82398932019778,24.51,50.96,26.77,53.72,28.957142857142856,15.170944497156986,29.598543473415123,0.6959801930288411,3.7839207721153643,4,2.26,2.76,38.59808865222521,0,0,1,0,0.052000000000000005,0,0,Normal
Shetland Sheepdog,2.3,12.8,Male,Tan,Long,Double,4.0,5.0,0.0,Medium,0,Indoor_Now,Summer,0.0,0.0,35.55893746247877,85.87445795713663,24.71,53.17,28.26,62.59,30.2,16.467655372559502,53.54228564085133,0.23906338414200873,1.9562535365680347,2,3.55,9.42,39.895729930400044,0,0,0,1,0.0,0,1,Heat Stress
Shetland Sheepdog,2.3,12.8,Male,Tan,Medium,Double,4.0,3.0,0.0,Medium,1,Indoor_Now,Fall,0.0,0.0,31.089883625289893,73.31415022588962,23.82,50.66,27.07,57.18,30.2,16.467655372559502,0.7851787319432759,16.302020774710336,66.20808309884134,9,3.25,6.52,39.447083323069315,0,1,1,0,0.052000000000000005,0,0,Normal
Samoyed,5.4,19.3,Female,Blue,Long,Double,4.0,5.0,0.0,Medium,1,Indoor_Now,Fall,0.0,0.0,20.727592841437115,89.50645127423344,21.75,53.9,25.91,64.38,33.017857142857146,13.828154509653745,48.56304590248843,0.3974215299170731,2.5896861196682925,3,4.16,10.48,38.98464944841505,0,0,0,1,0.0,0,0,Normal
Great Dane,3.0,25.7,Male,Red,Short,Smooth,4.0,4.0,0.0,Large,1,Indoor_Now,Spring,0.0,0.0,21.504760159286523,100.0,21.9,56.0,24.28,60.36,32.574074074074076,15.574049353890862,54.916558435395274,0.46798271290495913,2.8719308516198367,3,2.38,4.36,38.62980782661612,0,0,0,1,0.0,0,0,Normal
Bernese Mountain Dog,1.9,42.5,Female,Blue,Medium,Double,4.0,4.0,0.0,Large,1,Indoor_Now,Spring,0.0,0.0,24.529121695758523,81.55272085572379,22.51,52.31,25.72,60.9,33.267857142857146,16.370140301979504,28.877502309901175,1.4717339312766016,6.886935725106406,7,3.21,8.59,38.94526649497583,0,1,1,1,0.022,0,0,Normal
Beagle,8.8,40.9,Female,Brown,Short,Smooth,4.0,4.0,0.0,Large,0,Indoor_Now,Summer,0.0,0.0,37.3059534915964,80.03856423355083,25.06,52.01,27.14,54.79,32.50909090909091,15.570476249611975,19.060490442569012,2.145799979451495,9.58319991780598,9,2.08,2.78,39.626911480115936,0,1,1,0,0.042,0,0,Normal
Bloodhound,15.1,54.0,Female,Brindle,Short,Smooth,3.0,3.0,0.0,Giant,1,Indoor_Now,Spring,0.0,0.0,28.15280405965289,77.99328983667034,23.23,51.6,25.5,53.89,32.271186440677965,17.013007709594138,65.17449074199436,0.8285450240611666,4.314180096244666,4,2.27,2.29,39.71586609803389,1,0,1,0,0.002,0,0,Normal
Boston Terrier,7.5,50.0,Male,Cream,Short,Smooth,4.0,5.0,1.0,Giant,1,Indoor_Now,Winter,0.0,0.0,6.036618356840108,71.52093701625978,18.81,50.3,21.32,53.82,33.0377358490566,18.50775540576576,15.317516022921502,3.2642368335165304,14.056947334066122,9,2.51,3.52,38.97055722037127,0,1,1,0,0.102,0,0,Normal
Bloodhound,11.7,49.5,Male,Bicolor,Short,Smooth,3.0,3.0,0.0,Giant,1,Indoor_Now,Summer,0.0,0.0,24.36768691447891,68.41065852240143,22.47,49.68,24.36,51.95,32.271186440677965,17.013007709594138,28.026461681019278,1.766187989171802,8.064751956687207,8,1.89,2.27,39.26350031123528,0,1,1,0,0.052000000000000005,0,0,Normal
Bernese Mountain Dog,10.6,50.6,Female,Tan,Medium,Double,4.0,4.0,0.0,Giant,0,Indoor_Now,Summer,0.0,0.0,24.021613521375144,82.64852027898476,22.4,52.53,25.47,58.55,33.267857142857146,16.370140301979504,32.18322059446471,1.5722478690868762,7.288991476347505,7,3.07,6.02,40.025097114143094,0,1,1,0,0.012,0,1,Heat Stress
Border Collie,7.9,17.4,Male,Bicolor,Medium,Double,5.0,5.0,0.0,Medium,1,Outdoor_Now,Winter,2.172475959693419,-1.00379238421893,13.396629084167232,66.35886898918598,13.4,66.36,20.12,79.16,30.526315789473685,15.913948579736465,28.82702795933411,0.6036002054927736,3.4144008219710944,3,6.72,12.8,39.36338927570824,0,0,0,1,0.0,0,0,Normal
Border Collie,7.9,17.4,Male,Bicolor,Long,Silky,4.0,4.0,0.0,Medium,1,Indoor_Now,Spring,0.0,0.0,26.99558220023791,81.86395654010234,23.0,52.37,26.85,60.78,30.526315789473685,15.913948579736465,32.45951471713724,0.5360523763718975,3.14420950548759,3,3.85,8.41,39.30136437654859,0,0,0,1,0.0,0,0,Normal
Pug,12.9,58.2,Male,Tan,Short,Smooth,3.0,5.0,1.0,Giant,1,Indoor_Now,Spring,0.0,0.0,32.39814470861237,95.67563173678167,24.08,55.14,26.62,59.14,33.6,17.300469646804387,40.59834587328648,1.4335559429354812,6.734223771741925,7,2.54,4.0,39.906724823100156,1,1,1,0,0.072,0,1,Heat Stress
Jack Russell Terrier,4.0,29.6,Female,Bicolor,Short,Wiry,5.0,5.0,0.0,Large,1,Indoor_Now,Spring,0.0,0.0,23.376202263400366,92.6565127224581,22.28,54.53,24.7,57.3,29.545454545454547,14.82842388395189,5.830145490883602,5.077060263124566,21.308241052498264,9,2.42,2.77,38.271583201596194,0,1,1,0,0.052000000000000005,1,0,Normal
Rottweiler,7.6,31.1,Male,Merle,Short,Smooth,3.0,4.0,0.0,Large,1,Indoor_Now,Spring,0.0,0.0,33.66408020752701,53.60390403244075,24.33,46.72,26.42,48.72,30.728813559322035,15.845224154137336,31.679584557398467,0.9817047929922077,4.92681917196883,5,2.09,2.0,39.12350647358628,0,0,0,0,0.002,0,0,Normal
Poodle,8.6,23.3,Female,Black and White,Long,Curly,4.0,5.0,0.0,Medium,1,Indoor_Now,Spring,0.0,0.0,11.418339749174045,74.17476865817962,19.88,50.83,23.98,58.04,33.540983606557376,15.44730156639211,54.852313511112065,0.42477697855496743,2.6991079142198697,3,4.1,7.21,39.32279096772358,0,0,0,0,0.0,0,0,Normal
Bull Terrier,-0.8,23.7,Male,Cream,Short,Smooth,4.0,4.0,1.0,Medium,1,Indoor_Now,Fall,0.0,0.0,27.765523000920645,64.94023713048612,23.15,48.99,25.42,49.59,34.163636363636364,16.000883813973616,20.048804759988197,1.1821153571857095,5.728461428742838,6,2.27,0.6,39.179884873022736,0,0,1,0,0.072,1,0,Normal
Cocker Spaniel,7.3,34.1,Male,Merle,Long,Double,4.0,3.0,0.0,Large,1,Indoor_Now,Fall,0.0,0.0,16.281563050919846,90.47568981475986,20.86,54.1,24.78,64.25,32.101694915254235,18.31872503022262,56.68825134812486,0.6015355772855033,3.4061423091420133,3,3.92,10.15,39.472049129010706,0,0,0,1,0.0,0,0,Normal
Basenji,4.7,43.9,Male,Bicolor,Short,Smooth,4.0,3.0,0.0,Large,1,Indoor_Now,Spring,0.0,0.0,24.024443183203346,70.68243509870383,22.4,50.14,24.49,54.18,31.93877551020408,17.33662808822372,14.362588235729675,3.056552153377926,13.226208613511703,9,2.09,4.04,38.58475252781392,0,1,1,0,0.052000000000000005,0,0,Normal
Papillon,12.7,50.6,Female,Tan,Medium,Silky,4.0,5.0,0.0,Giant,1,Indoor_Now,Spring,0.0,0.0,34.47362461658557,60.574936297216354,24.49,48.11,28.06,54.63,32.125,16.89595822246608,48.11503956844193,1.0516462306556624,5.20658492262265,5,3.57,6.52,39.48457403622175,1,0,1,0,0.002,0,0,Normal
Bloodhound,0.7,40.0,Female,Black and White,Short,Smooth,3.0,3.0,0.0,Large,1,Indoor_Now,Summer,0.0,0.0,32.96413896938007,62.62366455082759,24.19,48.52,26.48,52.77,32.271186440677965,17.013007709594138,7.281644086452484,5.4932649172485775,22.97305966899431,9,2.29,4.25,39.79841007554049,0,1,1,0,0.052000000000000005,0,0,Normal
Cocker Spaniel,7.9,45.4,Female,Red,Long,Double,4.0,3.0,0.0,Giant,1,Indoor_Now,Spring,0.0,0.0,24.97435449208658,67.54536987825342,22.59,49.51,26.89,59.25,32.101694915254235,18.31872503022262,33.74152741465218,1.3455229646860962,6.382091858744385,6,4.3,9.74,38.89230342367123,0,0,0,0,0.022,1,0,Normal
Dachshund,2.3,23.5,Female,Merle,Short,Smooth,3.0,4.0,0.0,Medium,0,Indoor_Now,Fall,0.0,0.0,26.11119868161549,63.67749886770341,22.82,48.74,24.86,50.8,33.88135593220339,14.82319331988604,17.083809103155726,1.3755714465141777,6.502285786056711,7,2.04,2.06,39.39226778675162,0,1,1,0,0.012,0,0,Normal
Papillon,1.6,46.4,Female,Merle,Medium,Silky,4.0,5.0,0.0,Giant,1,Indoor_Now,Spring,0.0,0.0,29.278997897317787,72.5966825067884,23.46,50.52,26.66,56.85,32.125,16.89595822246608,4.0835886149298055,11.362554942571654,46.450219770286616,9,3.2,6.33,38.92463309692504,0,1,1,0,0.052000000000000005,0,0,Normal
Chinese Shar-Pei,-1.1,40.8,Female,Red,Short,Smooth,3.0,3.0,0.0,Large,0,Indoor_Now,Spring,0.0,0.0,32.18852585303013,77.2913682660096,24.04,51.46,26.14,53.52,38.234375,14.039334976675413,33.673132045517086,1.211648501982212,5.846594007928848,6,2.1,2.06,38.745194497253514,0,0,0,0,0.012,0,0,Normal
Basenji,4.0,42.6,Male,Tan,Short,Smooth,4.0,3.0,0.0,Large,1,Outdoor_Now,Summer,4.241057439674612,-0.47439835133122865,37.44071629777389,87.06518983045352,37.44,87.07,48.04,97.76,31.93877551020408,17.33662808822372,57.830648409100654,0.7366336219964664,3.9465344879858657,4,10.6,10.69,39.78786042207254,0,0,0,1,0.002,0,0,Normal
Yorkshire Terrier,10.5,31.2,Female,Tricolor,Long,Silky,4.0,4.0,0.0,Large,1,Indoor_Now,Summer,0.0,0.0,29.619425897981515,74.69301906080388,23.52,50.94,27.59,58.19,29.471698113207548,14.228362484278883,17.804116892588908,1.7524036821498978,8.00961472859959,8,4.07,7.25,39.349283480353996,0,1,1,0,0.052000000000000005,0,0,Normal
Bloodhound,12.8,31.9,Male,Brindle,Short,Smooth,3.0,3.0,0.0,Large,1,Indoor_Now,Winter,0.0,0.0,7.718512703094371,75.94280782086727,19.14,51.19,21.2,53.2,32.271186440677965,17.013007709594138,27.93445976368818,1.1419587230201815,5.567834892080726,6,2.06,2.01,38.75144652503034,1,0,1,0,0.022,0,0,Normal
Akita,4.1,27.5,Female,Merle,Medium,Double,4.0,3.0,0.0,Large,1,Outdoor_Now,Fall,2.436349085813274,-0.3899410808541318,27.073139168822348,100.0,27.07,100.0,34.68,100.0,31.686274509803923,14.360348458276954,44.71571025023461,0.6149963814978365,3.459985525991346,3,7.61,0.0,39.35234660959252,0,0,0,1,0.0,0,0,Normal
Jack Russell Terrier,4.5,39.5,Female,Black and White,Short,Wiry,5.0,5.0,0.0,Large,0,Indoor_Now,Fall,0.0,0.0,32.96508247191586,74.95749539466881,24.19,50.99,26.44,54.43,29.545454545454547,14.82842388395189,47.695878407396805,0.8281638019664658,4.312655207865863,4,2.25,3.44,38.665059921854,0,0,0,0,0.0,0,0,Normal
Papillon,3.6,9.3,Male,Bicolor,Medium,Silky,4.0,5.0,0.0,Small,1,Indoor_Now,Spring,0.0,0.0,27.968631850323547,64.40398094908309,23.19,48.88,26.74,55.31,32.125,16.89595822246608,50.758022170173376,0.18322226915817263,1.7328890766326905,2,3.55,6.43,38.36810810107821,0,0,0,0,0.0,0,0,Normal
Saint Bernard,-2.6,12.6,Female,Red,Short,Smooth,3.0,3.0,0.0,Medium,1,Indoor_Now,Spring,0.0,0.0,37.764853786657554,81.14564000484907,25.15,52.23,27.28,55.54,34.2962962962963,14.315356090088146,25.290624043486567,0.4982083470275241,2.992833388110096,3,2.13,3.31,38.264791907983984,0,0,0,0,0.0,0,0,Normal
Bernese Mountain Dog,7.6,63.6,Male,Tan,Medium,Double,4.0,4.0,0.0,Giant,1,Outdoor_Now,Summer,4.18023268368417,-0.4506963867256777,31.83298233584268,100.0,31.83,100.0,42.88,100.0,33.267857142857146,16.370140301979504,51.65345293398084,1.2312826420585716,5.9251305682342865,6,11.05,0.0,39.64570846241497,0,0,0,1,0.022,0,0,Normal
Rottweiler,13.7,39.8,Male,Spotted,Short,Smooth,3.0,4.0,0.0,Large,1,Outdoor_Now,Summer,4.3705392410995385,-0.36431299916367477,39.84398396435107,71.69093580010687,39.84,71.69,50.16,83.2,30.728813559322035,15.845224154137336,53.28311245980593,0.746953362193755,3.98781344877502,4,10.32,11.51,40.02286348121174,1,0,1,1,0.002,0,1,Heat Stress
Pembroke Welsh Corgi,2.6,56.8,Male,White,Short,Double,4.0,4.0,0.0,Giant,1,Indoor_Now,Fall,0.0,0.0,27.25220828293717,67.03300216025427,23.05,49.41,25.75,55.27,34.47761194029851,14.676675175623544,12.560420002573629,4.52214177458729,19.08856709834916,9,2.7,5.86,38.41091462677885,0,1,1,0,0.052000000000000005,0,0,Normal
Pembroke Welsh Corgi,7.4,34.0,Male,Sable,Short,Double,4.0,4.0,0.0,Large,1,Indoor_Now,Fall,0.0,0.0,29.429911326617358,75.7279723385701,23.49,51.15,26.41,54.34,34.47761194029851,14.676675175623544,40.3118311394118,0.8434248467259308,4.3736993869037235,4,2.92,3.19,38.67386833151296,0,0,0,0,0.002,0,0,Normal
Akita,7.4,35.9,Female,Black and White,Medium,Double,4.0,3.0,0.0,Large,0,Indoor_Now,Spring,0.0,0.0,22.49511723595551,68.44275389634481,22.1,49.69,25.55,56.43,31.686274509803923,14.360348458276954,35.43739670912308,1.0130540991674433,5.052216396669773,5,3.45,6.74,38.41211217289438,0,0,0,0,0.0,0,0,Normal
Saint Bernard,12.0,46.7,Female,Black,Short,Smooth,3.0,3.0,0.0,Giant,0,Indoor_Now,Winter,0.0,0.0,15.52449161328613,67.44364504763216,20.7,49.49,22.8,51.11,34.2962962962963,14.315356090088146,29.834106561735418,1.5653225580382024,7.26129023215281,7,2.1,1.62,38.785843239906015,1,1,1,0,0.012,0,0,Normal
Lhasa Apso,14.8,42.3,Male,Red,Long,Silky,3.0,3.0,0.0,Large,1,Outdoor_Now,Winter,2.185149295696101,-0.8079412078909526,7.82433697009466,80.30788727883846,7.82,80.31,14.95,93.6,29.946428571428573,15.75080909074156,51.32864656851859,0.8241012149723009,4.296404859889204,4,7.13,13.29,39.04493967921761,1,0,1,1,0.002,0,0,Normal
Whippet,19.3,16.3,Female,Brown,Short,Smooth,4.0,4.0,0.0,Medium,1,Indoor_Now,Summer,0.0,0.0,40.73719138293941,91.1432731291646,25.75,54.23,28.09,58.14,32.666666666666664,15.193293197726764,50.37977727115882,0.3235425181073865,2.294170072429546,2,2.34,3.91,39.62611275056208,1,0,1,0,0.0,0,0,Normal
Bloodhound,14.8,20.4,Male,Merle,Short,Smooth,3.0,3.0,0.0,Medium,0,Indoor_Now,Summer,0.0,0.0,28.793739516666832,87.98655986381566,23.36,53.6,25.74,53.82,32.271186440677965,17.013007709594138,16.859847935986792,1.209975325842463,5.839901303369852,6,2.38,0.22,39.93600362705127,1,0,1,0,0.012,0,1,Heat Stress
Airedale Terrier,9.6,49.4,Female,Cream,Short,Wiry,3.0,3.0,0.0,Giant,1,Outdoor_Now,Spring,3.583619028288954,-0.49474154277808424,25.748856836126222,48.11224447083765,25.75,48.11,34.28,56.72,31.818181818181817,13.997474519687218,21.752054525081206,2.2710498423511827,10.08419936940473,9,8.53,8.61,39.577031764235436,0,1,1,0,0.052000000000000005,0,0,Normal
Bernese Mountain Dog,8.4,2.1,Female,Gray,Medium,Double,4.0,4.0,0.0,Toy,0,Indoor_Now,Fall,0.0,0.0,23.94978492336047,98.0782897420478,22.39,55.62,25.77,61.34,33.267857142857146,16.370140301979504,49.544466488098166,0.042386166384584506,1.169544665538338,1,3.38,5.72,40.070788407479796,0,0,0,1,0.0,0,1,Heat Stress
Bloodhound,4.5,57.9,Female,Blue,Short,Smooth,3.0,3.0,0.0,Giant,0,Indoor_Now,Summer,0.0,0.0,35.330041506274696,80.3913762562349,24.67,52.08,26.93,53.42,32.271186440677965,17.013007709594138,18.118682406256347,3.1955966058551386,13.782386423420554,9,2.26,1.34,39.532537926462034,0,1,1,0,0.042,0,0,Normal
Great Dane,8.9,49.1,Male,Blue,Short,Smooth,4.0,4.0,0.0,Giant,0,Outdoor_Now,Winter,2.9973803167048745,-0.3232945954613422,19.78482001846566,64.04937910189487,19.78,64.05,27.46,71.63,32.574074074074076,15.574049353890862,52.767050397468985,0.9305049198345019,4.722019679338008,5,7.68,7.58,39.77972998264399,0,0,0,1,0.0,0,0,Normal
Boston Terrier,12.6,33.9,Female,Cream,Short,Smooth,4.0,5.0,1.0,Large,1,Indoor_Now,Spring,0.0,0.0,27.481589730424364,59.577573166161244,23.1,47.92,25.66,50.84,33.0377358490566,18.50775540576576,30.67266683876406,1.1052185379967432,5.420874151986973,5,2.56,2.92,38.75853805632363,1,0,1,0,0.052000000000000005,0,0,Normal
Shetland Sheepdog,6.3,42.8,Female,Cream,Long,Double,4.0,5.0,0.0,Large,0,Indoor_Now,Summer,0.0,0.0,25.48412032479723,86.87829757950391,22.7,53.38,26.82,61.99,30.2,16.467655372559502,35.31989796402415,1.2117815301616914,5.847126120646766,6,4.12,8.61,38.53717216065097,0,0,0,1,0.012,0,0,Normal
Shetland Sheepdog,6.3,42.8,Female,Cream,Medium,Double,4.0,3.0,0.0,Large,1,Indoor_Now,Fall,0.0,0.0,32.59455197920589,83.32626875319575,24.12,52.67,26.93,60.46,30.2,16.467655372559502,42.047418333414036,1.0178984036693617,5.071593614677447,5,2.81,7.79,38.61222266705257,0,0,0,1,0.002,0,0,Normal
Labrador Retriever,4.5,46.0,Female,White,Short,Double,5.0,5.0,0.0,Giant,1,Indoor_Now,Spring,0.0,0.0,30.53957274935679,86.35763747208017,23.71,53.27,26.91,59.35,31.923076923076923,15.760270419007453,29.279955334376357,1.5710406479340953,7.284162591736381,7,3.2,6.08,39.133523139518054,0,1,1,0,0.022,0,0,Normal
Border Collie,8.9,15.9,Male,Blue,Medium,Double,5.0,5.0,0.0,Medium,0,Indoor_Now,Spring,0.0,0.0,31.677808451450282,64.7479864707833,23.94,48.95,27.54,55.76,30.526315789473685,15.913948579736465,47.97420930820151,0.33142807832127813,2.3257123132851127,2,3.6,6.81,39.74487240827249,0,0,0,0,0.0,0,0,Normal
Border Collie,8.9,15.9,Male,Blue,Long,Silky,4.0,4.0,0.0,Medium,0,Indoor_Now,Summer,0.0,0.0,30.85209624235466,92.08136990399495,23.77,54.42,27.55,60.63,30.526315789473685,15.913948579736465,-1.830094907021369,-8.688074011351993,-33.752296045407974,1,3.78,6.21,40.13894571180004,0,0,0,1,0.0,0,1,Heat Stress
Boston Terrier,5.3,24.5,Male,Gray,Short,Smooth,4.0,5.0,1.0,Medium,1,Indoor_Now,Winter,0.0,0.0,10.438074648361347,63.864333008260694,19.69,48.77,21.95,52.55,33.0377358490566,18.50775540576576,25.249446217220846,0.9703183107156741,4.881273242862696,5,2.26,3.78,38.68002647508054,0,0,1,0,0.052000000000000005,0,0,Normal
